No,Uid,Jid,offloadtime,commutime,runtime,energy,AoI,state
0,3,9,0.1,0.0033599999999999997,0.04,0.030283679999999997,0.01,CP
1,7,10,0.21,0.0014399999999999999,0.08,0.01297872,0.02,CP
2,5,4,0.26,0.0024,0.06,0.021631199999999996,0.06,CP
3,5,14,0.42,0.0036000000000000003,0.06,0.023176799999999997,0.01,CP
4,3,23,0.53,0.00756,0.04,0.03569328,0.01,CP
5,3,32,0.63,0.00756,0.04,0.03569328,0.01,CP
6,3,43,0.74,0.00756,0.04,0.03569328,0.01,CP
7,3,53,0.84,0.00756,0.04,0.03569328,0.01,CP
8,3,63,0.95,0.00756,0.04,0.03569328,0.01,CP
9,3,74,1.06,0.00756,0.04,0.03569328,0.01,CP
10,3,84,1.16,0.00756,0.04,0.03569328,0.01,CP
11,3,94,1.27,0.00756,0.04,0.03569328,0.01,CP
12,3,102,1.37,0.00756,0.04,0.03569328,0.01,CP
13,3,112,1.48,0.00756,0.04,0.03569328,0.01,CP
14,3,123,1.59,0.00756,0.04,0.03569328,0.01,CP
15,3,132,1.69,0.00756,0.04,0.03569328,0.01,CP
16,7,145,1.8,0.0021600000000000005,0.08,0.013906080000000001,0.02,CP
17,7,155,1.9,0.0021600000000000005,0.08,0.013906080000000001,0.02,CP
18,3,160,2.01,0.00756,0.04,0.03569328,0.01,CP
19,3,170,2.12,0.00756,0.04,0.03569328,0.01,CP
20,7,178,2.14,0.0014399999999999999,0.08,0.01297872,0.1,CP
21,5,174,2.14,0.0036000000000000003,0.06,0.023176799999999997,0.2,CP
22,3,172,2.14,0.00756,0.04,0.03569328,0.3,CP
23,7,179,2.16,0.002287058823529412,0.08,0.014069731764705884,0.4,CP
24,7,180,2.18,0.0034305882352941167,0.08,0.015542597647058821,0.49,CP
25,5,175,2.18,0.008576470588235291,0.06,0.029586494117647057,0.58,CP
26,7,181,2.34,0.002585615763546798,0.08,0.014454273103448276,0.54,CP
27,7,182,2.45,0.0024777970102281663,0.08,0.01431540254917388,0.53,CP
28,7,183,2.46,0.00371669551534225,0.08,0.01591110382376082,0.63,CP
29,7,184,2.51,0.005575043273013376,0.08,0.018304655735641228,0.69,CP
30,7,185,2.59,0.006652830044336258,0.08,0.019692845097105102,0.71,CP
31,7,187,3.1,0.002037095699382062,0.08,0.013747779260804095,0.31,CP
32,7,188,3.13,0.0030556435490730937,0.08,0.015059668891206144,0.38,CP
33,5,179,3.13,0.007639108872682735,0.06,0.028379172228015365,0.48,CP
34,7,189,3.19,0.0067994418597378875,0.08,0.019881681115342397,0.54,CP
35,7,191,3.39,0.0051898797324336395,0.08,0.017808565095374526,0.44,CP
36,7,192,3.79,0.0028396561740253556,0.08,0.01478147715214466,0.15,CP
37,5,182,3.79,0.007099140435063391,0.06,0.027683692880361647,0.24,CP
38,7,193,3.86,0.004510042158746153,0.08,0.016932934300465042,0.29,CP
39,7,194,3.97,0.006946675674041895,0.08,0.020071318268165963,0.29,CP
40,7,196,4.2,0.0074331958289465165,0.08,0.020697956227683115,0.16,CP
