144.957673808202 -37.81208430778482
144.96487367775853 -37.81204096763003
144.96848149354832 -37.80581010370703
144.97502356496852 -37.80280322799745
144.98189174607236 -37.80496380392176
144.9774867334566 -37.79926855468621
144.97147547590612 -37.80323148070897
144.97692315787214 -37.79852374651966
144.98400365152105 -37.799830119241214
144.97963770803275 -37.79410486488381
144.9814473308677 -37.7871359865526
144.98085117691403 -37.79431126358304
144.9833668900423 -37.78756506558296
144.9901014334027 -37.78501831751401
144.9898754387869 -37.77782186516347
144.99574598915183 -37.77365333563704
144.9946968895604 -37.78077649434981
144.99821070232622 -37.78706084951535
144.99149074851357 -37.78964584869444
144.9947570268306 -37.78322935230188
144.98781663397094 -37.78131338075893
144.98067674919727 -37.78038491674847
144.97350947273262 -37.77969924329911
144.97869216648357 -37.78469721143464
144.98563844215997 -37.78659174415471
144.99164537501014 -37.79056122242439
144.98734637003835 -37.79633690907211
144.98941723001073 -37.80323267146468
144.9822953485795 -37.80429040719709
144.9787824870352 -37.810575294130885
144.98580618985935 -37.81215883403824
144.9901950828279 -37.81786651469772
144.9898736581996 -37.82505933655067
144.99521672386282 -37.82988547883187
144.99960354928072 -37.8241762089352
145.00668808270635 -37.825460493226664
145.0021711427207 -37.83106738658806
144.9965947364333 -37.83562191103284
145.00345124115648 -37.833424561952455
144.99844745573387 -37.828247484452135
